OBJECTID,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID,x_Rounded,y_Rounded,formatted
1,,1,250,69.44444444, ,,355.8737414,347.7993667,151.1798823,-33.96021689,0,7/6/2024 14:39,2,1,151.17988,-33.96021,"151.17988,-33.96021,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994681,151.1797504,-33.95971116,0,7/6/2024 14:39,3,2,151.17975,-33.95971,"151.17975,-33.95971,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994681,151.1796186,-33.95920542,0,7/6/2024 14:39,4,3,151.17961,-33.9592,"151.17961,-33.95920,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994681,151.1794868,-33.95869968,0,7/6/2024 14:39,5,4,151.17948,-33.95869,"151.17948,-33.95869,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995113,151.1793549,-33.95819393,0,7/6/2024 14:39,6,5,151.17935,-33.95819,"151.17935,-33.95819,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995346,151.1792231,-33.95768818,0,7/6/2024 14:39,7,6,151.17922,-33.95768,"151.17922,-33.95768,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995313,151.1790913,-33.95718243,0,7/6/2024 14:39,8,7,151.17909,-33.95718,"151.17909,-33.95718,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995313,151.1789594,-33.95667668,0,7/6/2024 14:39,9,8,151.17895,-33.95667,"151.17895,-33.95667,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995313,151.1788276,-33.95617092,0,7/6/2024 14:39,10,9,151.17882,-33.95617,"151.17882,-33.95617,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995745,151.1786957,-33.95566516,0,7/6/2024 14:39,11,10,151.17869,-33.95566,"151.17869,-33.95566,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995977,151.1785639,-33.9551594,0,7/6/2024 14:39,12,11,151.17856,-33.95515,"151.17856,-33.95515,0"
1,,1,250,69.44444444, ,,355.8737414,347.799498,151.1784321,-33.95465363,0,7/6/2024 14:39,13,12,151.17843,-33.95465,"151.17843,-33.95465,0"
1,,1,250,69.44444444, ,,355.8737414,347.799498,151.1783002,-33.95414787,0,7/6/2024 14:39,14,13,151.1783,-33.95414,"151.17830,-33.95414,0"
1,,1,250,69.44444444, ,,355.8737414,347.799498,151.1781684,-33.95364209,0,7/6/2024 14:39,15,14,151.17816,-33.95364,"151.17816,-33.95364,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994601,151.1780366,-33.95313632,0,7/6/2024 14:39,16,15,151.17803,-33.95313,"151.17803,-33.95313,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995526,151.1779047,-33.95263054,0,7/6/2024 14:39,17,16,151.1779,-33.95263,"151.17790,-33.95263,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995313,151.1777729,-33.95212476,0,7/6/2024 14:39,18,17,151.17777,-33.95212,"151.17777,-33.95212,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994175,151.1776411,-33.95161898,0,7/6/2024 14:39,19,18,151.17764,-33.95161,"151.17764,-33.95161,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994175,151.1775092,-33.95111319,0,7/6/2024 14:39,20,19,151.1775,-33.95111,"151.17750,-33.95111,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995346,151.1773774,-33.9506074,0,7/6/2024 14:39,21,20,151.17737,-33.9506,"151.17737,-33.95060,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995578,151.1772456,-33.95010161,0,7/6/2024 14:39,22,21,151.17724,-33.9501,"151.17724,-33.95010,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994317,151.1771137,-33.94959581,0,7/6/2024 14:39,23,22,151.17711,-33.94959,"151.17711,-33.94959,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994317,151.1769819,-33.94909001,0,7/6/2024 14:39,24,23,151.17698,-33.94909,"151.17698,-33.94909,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994317,151.17685,-33.94858421,0,7/6/2024 14:39,25,24,151.17685,-33.94858,"151.17685,-33.94858,0"
1,,1,250,69.44444444, ,,355.8737414,347.7996242,151.1767182,-33.94807841,0,7/6/2024 14:39,26,25,151.17671,-33.94807,"151.17671,-33.94807,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995246,151.1765864,-33.9475726,0,7/6/2024 14:39,27,26,151.17658,-33.94757,"151.17658,-33.94757,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995479,151.1764545,-33.94706679,0,7/6/2024 14:39,28,27,151.17645,-33.94706,"151.17645,-33.94706,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995479,151.1763227,-33.94656097,0,7/6/2024 14:39,29,28,151.17632,-33.94656,"151.17632,-33.94656,0"
1,,1,250,69.44444444, ,,355.8737414,347.7995479,151.1761909,-33.94605516,0,7/6/2024 14:39,30,29,151.17619,-33.94605,"151.17619,-33.94605,0"
1,,1,250,69.44444444, ,,355.8737414,347.7994417,151.176059,-33.94554934,0,7/6/2024 14:39,31,30,151.17605,-33.94554,"151.17605,-33.94554,0"
1,,1,250,69.44444444, ,,355.8737414,347.7998478,151.1759272,-33.94504351,100,7/6/2024 14:39,32,31,151.17592,-33.94504,"151.17592,-33.94504,100"
1,,1,250,69.44444444, ,,355.8737414,347.7998478,151.1757954,-33.94453769,100,7/6/2024 14:39,33,32,151.17579,-33.94453,"151.17579,-33.94453,100"
1,,1,250,69.44444444, ,,355.8737414,347.7996497,151.1756635,-33.94403186,100,7/6/2024 14:39,34,33,151.17566,-33.94403,"151.17566,-33.94403,100"
1,,1,250,69.44444444, ,,355.8737414,347.7996497,151.1752022,-33.94374445,100,7/6/2024 14:39,35,34,151.1752,-33.94374,"151.17520,-33.94374,100"
1,,1,250,69.44444444, ,,355.8737414,294.9438774,151.1746366,-33.94352619,100,7/6/2024 14:39,36,35,151.17463,-33.94352,"151.17463,-33.94352,100"
1,,1,250,69.44444444, ,,355.8737414,294.9439174,151.1740709,-33.94330794,100,7/6/2024 14:39,37,36,151.17407,-33.9433,"151.17407,-33.94330,100"
1,,1,250,69.44444444, ,,355.8737414,294.9438774,151.1735053,-33.94308968,100,7/6/2024 14:39,38,37,151.1735,-33.94308,"151.17350,-33.94308,100"
1,,1,250,69.44444444, ,,355.8737414,294.943907,151.1729396,-33.94287142,100,7/6/2024 14:39,39,38,151.17293,-33.94287,"151.17293,-33.94287,100"
1,,1,250,69.44444444, ,,355.8737414,294.9446888,151.172374,-33.94265317,100,7/6/2024 14:39,40,39,151.17237,-33.94265,"151.17237,-33.94265,100"
1,,1,250,69.44444444, ,,355.8737414,294.9435908,151.1718084,-33.94243491,100,7/6/2024 14:39,41,40,151.1718,-33.94243,"151.17180,-33.94243,100"
1,,1,250,69.44444444, ,,355.8737414,294.942854,151.1712427,-33.94221665,100,7/6/2024 14:39,42,41,151.17124,-33.94221,"151.17124,-33.94221,100"
1,,1,250,69.44444444, ,,355.8737414,294.9455602,151.1706771,-33.94199839,100,7/6/2024 14:39,43,42,151.17067,-33.94199,"151.17067,-33.94199,100"
1,,1,250,69.44444444, ,,355.8737414,294.944762,151.1701114,-33.94178013,100,7/6/2024 14:39,44,43,151.17011,-33.94178,"151.17011,-33.94178,100"
1,,1,250,69.44444444, ,,355.8737414,294.944762,151.1695458,-33.94156187,100,7/6/2024 14:39,45,44,151.16954,-33.94156,"151.16954,-33.94156,100"
1,,1,250,69.44444444, ,,355.8737414,294.944762,151.1689802,-33.94134361,100,7/6/2024 14:39,46,45,151.16898,-33.94134,"151.16898,-33.94134,100"
1,,1,250,69.44444444, ,,355.8737414,294.9433767,151.1684145,-33.94112535,300,7/6/2024 14:39,47,46,151.16841,-33.94112,"151.16841,-33.94112,300"
1,,1,250,69.44444444, ,,355.8737414,294.9439053,151.1678489,-33.94090709,300,7/6/2024 14:39,48,47,151.16784,-33.9409,"151.16784,-33.94090,300"
1,,1,250,69.44444444, ,,355.8737414,294.9427248,151.1672832,-33.94068883,300,7/6/2024 14:39,49,48,151.16728,-33.94068,"151.16728,-33.94068,300"
1,,1,250,69.44444444, ,,355.8737414,294.9424683,151.1667176,-33.94047057,300,7/6/2024 14:39,50,49,151.16671,-33.94047,"151.16671,-33.94047,300"
1,,1,250,69.44444444, ,,355.8737414,294.9437641,151.166152,-33.9402523,300,7/6/2024 14:39,51,50,151.16615,-33.94025,"151.16615,-33.94025,300"
1,,1,250,69.44444444, ,,355.8737414,294.9437641,151.1655863,-33.94003404,300,7/6/2024 14:39,52,51,151.16558,-33.94003,"151.16558,-33.94003,300"
1,,1,250,69.44444444, ,,355.8737414,294.9437641,151.1650207,-33.93981578,300,7/6/2024 14:39,53,52,151.16502,-33.93981,"151.16502,-33.93981,300"
1,,1,250,69.44444444, ,,355.8737414,263.2881361,151.164455,-33.93959751,300,7/6/2024 14:39,54,53,151.16445,-33.93959,"151.16445,-33.93959,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649383,151.1638894,-33.93937925,300,7/6/2024 14:39,55,54,151.16388,-33.93937,"151.16388,-33.93937,300"
1,,1,250,69.44444444, ,,355.8737414,260.6651912,151.1632769,-33.93944451,300,7/6/2024 14:39,56,55,151.16327,-33.93944,"151.16327,-33.93944,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647343,151.1626614,-33.93952846,300,7/6/2024 14:39,57,56,151.16266,-33.93952,"151.16266,-33.93952,300"
1,,1,250,69.44444444, ,,355.8737414,260.664987,151.1620458,-33.93961241,300,7/6/2024 14:39,58,57,151.16204,-33.93961,"151.16204,-33.93961,300"
1,,1,250,69.44444444, ,,355.8737414,260.6652975,151.1614302,-33.93969636,300,7/6/2024 14:39,59,58,151.16143,-33.93969,"151.16143,-33.93969,300"
1,,1,250,69.44444444, ,,355.8737414,260.6648416,151.1608147,-33.93978031,300,7/6/2024 14:39,60,59,151.16081,-33.93978,"151.16081,-33.93978,300"
1,,1,250,69.44444444, ,,355.8737414,260.6650936,151.1601991,-33.93986426,300,7/6/2024 14:39,61,60,151.16019,-33.93986,"151.16019,-33.93986,300"
1,,1,250,69.44444444, ,,355.8737414,260.6650499,151.1595835,-33.9399482,300,7/6/2024 14:40,62,61,151.15958,-33.93994,"151.15958,-33.93994,300"
1,,1,250,69.44444444, ,,355.8737414,260.6652433,151.1589679,-33.94003215,300,7/6/2024 14:40,63,62,151.15896,-33.94003,"151.15896,-33.94003,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647889,151.1583524,-33.9401161,300,7/6/2024 14:40,64,63,151.15835,-33.94011,"151.15835,-33.94011,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649682,151.1577368,-33.94020005,300,7/6/2024 14:40,65,64,151.15773,-33.9402,"151.15773,-33.94020,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649388,151.1571212,-33.940284,300,7/6/2024 14:40,66,65,151.15712,-33.94028,"151.15712,-33.94028,300"
1,,1,250,69.44444444, ,,355.8737414,260.6652474,151.1565057,-33.94036795,300,7/6/2024 14:40,67,66,151.1565,-33.94036,"151.15650,-33.94036,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647366,151.1558901,-33.9404519,300,7/6/2024 14:40,68,67,151.15589,-33.94045,"151.15589,-33.94045,300"
1,,1,250,69.44444444, ,,355.8737414,260.6650448,151.1552745,-33.94053585,300,7/6/2024 14:40,69,68,151.15527,-33.94053,"151.15527,-33.94053,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649798,151.154659,-33.94061979,300,7/6/2024 14:40,70,69,151.15465,-33.94061,"151.15465,-33.94061,300"
1,,1,250,69.44444444, ,,355.8737414,260.6652514,151.1540434,-33.94070374,300,7/6/2024 14:40,71,70,151.15404,-33.9407,"151.15404,-33.94070,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647999,151.1534278,-33.94078769,300,7/6/2024 14:40,72,71,151.15342,-33.94078,"151.15342,-33.94078,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649919,151.1528123,-33.94087164,300,7/6/2024 14:40,73,72,151.15281,-33.94087,"151.15281,-33.94087,300"
1,,1,250,69.44444444, ,,355.8737414,260.6648913,151.1521967,-33.94095559,300,7/6/2024 14:40,74,73,151.15219,-33.94095,"151.15219,-33.94095,300"
1,,1,250,69.44444444, ,,355.8737414,260.6651979,151.1515811,-33.94103954,300,7/6/2024 14:40,75,74,151.15158,-33.94103,"151.15158,-33.94103,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647479,151.1509656,-33.94112348,300,7/6/2024 14:40,76,75,151.15096,-33.94112,"151.15096,-33.94112,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649967,151.15035,-33.94120743,300,7/6/2024 14:40,77,76,151.15034,-33.9412,"151.15034,-33.94120,300"
1,,1,250,69.44444444, ,,355.8737414,260.6648391,151.1497344,-33.94129138,300,7/6/2024 14:40,78,77,151.14973,-33.94129,"151.14973,-33.94129,300"
1,,1,250,69.44444444, ,,355.8737414,260.6652021,151.1491189,-33.94137533,300,7/6/2024 14:40,79,78,151.14911,-33.94137,"151.14911,-33.94137,300"
1,,1,250,69.44444444, ,,355.8737414,260.6647534,151.1485033,-33.94145927,300,7/6/2024 14:40,80,79,151.1485,-33.94145,"151.14850,-33.94145,300"
1,,1,250,69.44444444, ,,355.8737414,260.6650015,151.1478877,-33.94154322,300,7/6/2024 14:40,81,80,151.14788,-33.94154,"151.14788,-33.94154,300"
1,,1,250,69.44444444, ,,355.8737414,260.6651921,151.1472721,-33.94162717,300,7/6/2024 14:40,82,81,151.14727,-33.94162,"151.14727,-33.94162,300"
1,,1,250,69.44444444, ,,355.8737414,260.6651491,151.1466566,-33.94171112,300,7/6/2024 14:40,83,82,151.14665,-33.94171,"151.14665,-33.94171,300"
1,,1,250,69.44444444, ,,355.8737414,260.6650491,151.146041,-33.94179506,300,7/6/2024 14:40,84,83,151.14604,-33.94179,"151.14604,-33.94179,300"
1,,1,250,69.44444444, ,,355.8737414,260.6649493,151.1454254,-33.94187901,300,7/6/2024 14:40,85,84,151.14542,-33.94187,"151.14542,-33.94187,300"
1,,1,250,69.44444444, ,,355.8737414,260.6651962,151.1448099,-33.94196296,300,7/6/2024 14:40,86,85,151.1448,-33.94196,"151.14480,-33.94196,300"
1,,1,250,69.44444444, ,,355.8737414,210.465029,151.1441943,-33.94204691,300,7/6/2024 14:40,87,86,151.14419,-33.94204,"151.14419,-33.94204,300"
1,,1,250,69.44444444, ,,355.8737414,210.465521,151.1437156,-33.94229647,300,7/6/2024 14:40,88,87,151.14371,-33.94229,"151.14371,-33.94229,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656527,151.1433993,-33.94274255,300,7/6/2024 14:40,89,88,151.14339,-33.94274,"151.14339,-33.94274,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656422,151.143083,-33.94318862,300,7/6/2024 14:40,90,89,151.14308,-33.94318,"151.14308,-33.94318,300"
1,,1,250,69.44444444, ,,355.8737414,210.465584,151.1427667,-33.94363469,300,7/6/2024 14:40,91,90,151.14276,-33.94363,"151.14276,-33.94363,300"
1,,1,250,69.44444444, ,,355.8737414,210.467054,151.1424504,-33.94408076,300,7/6/2024 14:40,92,91,151.14245,-33.94408,"151.14245,-33.94408,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656356,151.1421341,-33.94452683,300,7/6/2024 14:40,93,92,151.14213,-33.94452,"151.14213,-33.94452,300"
1,,1,250,69.44444444, ,,355.8737414,210.465532,151.1418178,-33.94497289,300,7/6/2024 14:40,94,93,151.14181,-33.94497,"151.14181,-33.94497,300"
1,,1,250,69.44444444, ,,355.8737414,210.4653384,151.1415015,-33.94541895,300,7/6/2024 14:40,95,94,151.1415,-33.94541,"151.14150,-33.94541,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655836,151.1411853,-33.94586501,300,7/6/2024 14:40,96,95,151.14118,-33.94586,"151.14118,-33.94586,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656092,151.140869,-33.94631107,300,7/6/2024 14:40,97,96,151.14086,-33.94631,"151.14086,-33.94631,300"
1,,1,250,69.44444444, ,,355.8737414,210.4652883,151.1405527,-33.94675712,300,7/6/2024 14:40,98,97,151.14055,-33.94675,"151.14055,-33.94675,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655321,151.1402364,-33.94720317,300,7/6/2024 14:40,99,98,151.14023,-33.9472,"151.14023,-33.94720,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656855,151.1399201,-33.94764922,300,7/6/2024 14:40,100,99,151.13992,-33.94764,"151.13992,-33.94764,300"
1,,1,250,69.44444444, ,,355.8737414,210.4635686,151.1396038,-33.94809527,300,7/6/2024 14:40,101,100,151.1396,-33.94809,"151.13960,-33.94809,300"
1,,1,250,69.44444444, ,,355.8737414,210.4664627,151.1392875,-33.94854132,300,7/6/2024 14:40,102,101,151.13928,-33.94854,"151.13928,-33.94854,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655068,151.1389712,-33.94898736,300,7/6/2024 14:40,103,102,151.13897,-33.94898,"151.13897,-33.94898,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655322,151.1386549,-33.9494334,300,7/6/2024 14:40,104,103,151.13865,-33.94943,"151.13865,-33.94943,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655576,151.1383386,-33.94987944,300,7/6/2024 14:40,105,104,151.13833,-33.94987,"151.13833,-33.94987,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655828,151.1380223,-33.95032547,300,7/6/2024 14:40,106,105,151.13802,-33.95032,"151.13802,-33.95032,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655828,151.137706,-33.95077151,300,7/6/2024 14:40,107,106,151.1377,-33.95077,"151.13770,-33.95077,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655449,151.1373897,-33.95121754,300,7/6/2024 14:40,108,107,151.13738,-33.95121,"151.13738,-33.95121,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655331,151.1370734,-33.95166356,300,7/6/2024 14:40,109,108,151.13707,-33.95166,"151.13707,-33.95166,300"
1,,1,250,69.44444444, ,,355.8737414,210.4654619,151.1367571,-33.95210959,300,7/6/2024 14:40,110,109,151.13675,-33.9521,"151.13675,-33.95210,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655924,151.1364408,-33.95255561,300,7/6/2024 14:40,111,110,151.13644,-33.95255,"151.13644,-33.95255,300"
1,,1,250,69.44444444, ,,355.8737414,210.4654027,151.1361245,-33.95300164,300,7/6/2024 14:40,112,111,151.13612,-33.953,"151.13612,-33.95300,300"
1,,1,250,69.44444444, ,,355.8737414,210.4655331,151.1358082,-33.95344766,300,7/6/2024 14:40,113,112,151.1358,-33.95344,"151.13580,-33.95344,300"
1,,1,250,69.44444444, ,,355.8737414,210.465462,151.135492,-33.95389367,300,7/6/2024 14:40,114,113,151.13549,-33.95389,"151.13549,-33.95389,300"
1,,1,250,69.44444444, ,,355.8737414,210.4654739,151.1351757,-33.95433969,300,7/6/2024 14:40,115,114,151.13517,-33.95433,"151.13517,-33.95433,300"
1,,1,250,69.44444444, ,,355.8737414,210.4657225,151.1348594,-33.9547857,300,7/6/2024 14:40,116,115,151.13485,-33.95478,"151.13485,-33.95478,300"
1,,1,250,69.44444444, ,,355.8737414,210.4654148,151.1345431,-33.95523171,300,7/6/2024 14:40,117,116,151.13454,-33.95523,"151.13454,-33.95523,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656632,151.1342268,-33.95567772,300,7/6/2024 14:40,118,117,151.13422,-33.95567,"151.13422,-33.95567,300"
1,,1,250,69.44444444, ,,355.8737414,210.4656161,151.1339105,-33.95612372,300,7/6/2024 14:40,119,118,151.13391,-33.95612,"151.13391,-33.95612,300"
1,,1,250,69.44444444, ,,355.8737414,210.4654031,151.1335942,-33.95656972,300,7/6/2024 14:40,120,119,151.13359,-33.95656,"151.13359,-33.95656,300"
1,,1,250,69.44444444, ,,355.8737414,210.4657339,151.1332779,-33.95701573,300,7/6/2024 14:40,121,120,151.13327,-33.95701,"151.13327,-33.95701,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116035,151.1329616,-33.95746172,300,7/6/2024 14:41,122,121,151.13296,-33.95746,"151.13296,-33.95746,300"
1,,1,250,69.44444444, ,,355.8737414,183.9113437,151.1328697,-33.95796529,300,7/6/2024 14:41,123,122,151.13286,-33.95796,"151.13286,-33.95796,300"
1,,1,250,69.44444444, ,,355.8737414,183.9118499,151.1328271,-33.95848152,300,7/6/2024 14:41,124,123,151.13282,-33.95848,"151.13282,-33.95848,300"
1,,1,250,69.44444444, ,,355.8737414,183.9114649,151.1327846,-33.95899774,300,7/6/2024 14:41,125,124,151.13278,-33.95899,"151.13278,-33.95899,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115776,151.132742,-33.95951396,300,7/6/2024 14:41,126,125,151.13274,-33.95951,"151.13274,-33.95951,300"
1,,1,250,69.44444444, ,,355.8737414,183.9114623,151.1326995,-33.96003018,300,7/6/2024 14:41,127,126,151.13269,-33.96003,"151.13269,-33.96003,300"
1,,1,250,69.44444444, ,,355.8737414,183.9113935,151.1326569,-33.96054639,300,7/6/2024 14:41,128,127,151.13265,-33.96054,"151.13265,-33.96054,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116609,151.1326143,-33.96106261,300,7/6/2024 14:41,129,128,151.13261,-33.96106,"151.13261,-33.96106,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115689,151.1325718,-33.96157881,300,7/6/2024 14:41,130,129,151.13257,-33.96157,"151.13257,-33.96157,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115002,151.1325292,-33.96209502,300,7/6/2024 14:41,131,130,151.13252,-33.96209,"151.13252,-33.96209,300"
1,,1,250,69.44444444, ,,355.8737414,183.9114088,151.1324867,-33.96261122,300,7/6/2024 14:41,132,131,151.13248,-33.96261,"151.13248,-33.96261,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116746,151.1324441,-33.96312742,300,7/6/2024 14:41,133,132,151.13244,-33.96312,"151.13244,-33.96312,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115832,151.1324016,-33.96364362,300,7/6/2024 14:41,134,133,151.1324,-33.96364,"151.13240,-33.96364,300"
1,,1,250,69.44444444, ,,355.8737414,183.9117076,151.132359,-33.96415981,300,7/6/2024 14:41,135,134,151.13235,-33.96415,"151.13235,-33.96415,300"
1,,1,250,69.44444444, ,,355.8737414,183.911555,151.1323165,-33.964676,300,7/6/2024 14:41,136,135,151.13231,-33.96467,"151.13231,-33.96467,300"
1,,1,250,69.44444444, ,,355.8737414,183.9113725,151.1322739,-33.96519219,300,7/6/2024 14:41,137,136,151.13227,-33.96519,"151.13227,-33.96519,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116746,151.1322313,-33.96570837,300,7/6/2024 14:41,138,137,151.13223,-33.9657,"151.13223,-33.96570,300"
1,,1,250,69.44444444, ,,355.8737414,183.911527,151.1321888,-33.96622455,300,7/6/2024 14:41,139,138,151.13218,-33.96622,"151.13218,-33.96622,300"
1,,1,250,69.44444444, ,,355.8737414,183.9113503,151.1321462,-33.96674073,300,7/6/2024 14:41,140,139,151.13214,-33.96674,"151.13214,-33.96674,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116117,151.1321037,-33.9672569,300,7/6/2024 14:41,141,140,151.1321,-33.96725,"151.13210,-33.96725,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115008,151.1320611,-33.96777307,300,7/6/2024 14:41,142,141,151.13206,-33.96777,"151.13206,-33.96777,300"
1,,1,250,69.44444444, ,,355.8737414,183.9117554,151.1320186,-33.96828924,300,7/6/2024 14:41,143,142,151.13201,-33.96828,"151.13201,-33.96828,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115525,151.131976,-33.96880541,300,7/6/2024 14:41,144,143,151.13197,-33.9688,"151.13197,-33.96880,300"
1,,1,250,69.44444444, ,,355.8737414,183.9114147,151.1319335,-33.96932157,300,7/6/2024 14:41,145,144,151.13193,-33.96932,"151.13193,-33.96932,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116933,151.1318909,-33.96983773,300,7/6/2024 14:41,146,145,151.13189,-33.96983,"151.13189,-33.96983,300"
1,,1,250,69.44444444, ,,355.8737414,183.9114967,151.1318483,-33.97035388,300,7/6/2024 14:41,147,146,151.13184,-33.97035,"151.13184,-33.97035,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116512,151.1318058,-33.97087003,300,7/6/2024 14:41,148,147,151.1318,-33.97087,"151.13180,-33.97087,300"
1,,1,250,69.44444444, ,,355.8737414,183.911664,151.1317632,-33.97138618,300,7/6/2024 14:41,149,148,151.13176,-33.97138,"151.13176,-33.97138,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115024,151.1317207,-33.97190233,300,7/6/2024 14:41,150,149,151.13172,-33.9719,"151.13172,-33.97190,300"
1,,1,250,69.44444444, ,,355.8737414,183.9117963,151.1316781,-33.97241847,300,7/6/2024 14:41,151,150,151.13167,-33.97241,"151.13167,-33.97241,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116077,151.1316356,-33.97293461,300,7/6/2024 14:41,152,151,151.13163,-33.97293,"151.13163,-33.97293,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115416,151.131593,-33.97345075,300,7/6/2024 14:41,153,152,151.13159,-33.97345,"151.13159,-33.97345,300"
1,,1,250,69.44444444, ,,355.8737414,183.9117092,151.1315505,-33.97396688,300,7/6/2024 14:41,154,153,151.13155,-33.97396,"151.13155,-33.97396,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115544,151.1315079,-33.97448301,300,7/6/2024 14:41,155,154,151.1315,-33.97448,"151.13150,-33.97448,300"
1,,1,250,69.44444444, ,,355.8737414,183.9118072,151.1314653,-33.97499914,300,7/6/2024 14:41,156,155,151.13146,-33.97499,"151.13146,-33.97499,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116816,151.1314228,-33.97551526,300,7/6/2024 14:41,157,156,151.13142,-33.97551,"151.13142,-33.97551,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116657,151.1313802,-33.97603138,300,7/6/2024 14:41,158,157,151.13138,-33.97603,"151.13138,-33.97603,300"
1,,1,250,69.44444444, ,,355.8737414,183.9117776,151.1313377,-33.9765475,300,7/6/2024 14:41,159,158,151.13133,-33.97654,"151.13133,-33.97654,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116287,151.1312951,-33.97706362,300,7/6/2024 14:41,160,159,151.13129,-33.97706,"151.13129,-33.97706,300"
1,,1,250,69.44444444, ,,355.8737414,183.9115088,151.1312526,-33.97757973,300,7/6/2024 14:41,161,160,151.13125,-33.97757,"151.13125,-33.97757,300"
1,,1,250,69.44444444, ,,355.8737414,183.9116968,151.13121,-33.97809584,300,7/6/2024 14:41,162,161,151.13121,-33.97809,"151.13121,-33.97809,300"
1,,1,250,69.44444444, ,,355.8737414,183.9112921,151.1311674,-33.97861194,300,7/6/2024 14:41,163,162,151.13116,-33.97861,"151.13116,-33.97861,300"
1,,1,250,69.44444444, ,,355.8737414,183.9118145,151.1311249,-33.97912804,300,7/6/2024 14:41,164,163,151.13112,-33.97912,"151.13112,-33.97912,300"
1,,1,250,69.44444444, ,,355.8737414,183.9112959,151.1310823,-33.97964414,300,7/6/2024 14:41,165,164,151.13108,-33.97964,"151.13108,-33.97964,300"
1,,1,250,69.44444444, ,,355.8737414,183.911505,151.1310398,-33.98016024,300,7/6/2024 14:41,166,165,151.13103,-33.98016,"151.13103,-33.98016,300"
